hiddenLayerSize,trainTime,loss,bestValidationScore
"[35, 35, 35, 35, 35]",0:02:59,0.04641171249434314,0.9067098448906823
"[40, 40]",0:02:46,0.05518487843923384,0.8900020704541829
"[40, 40, 40]",0:02:26,0.04992052713811806,0.8998645358447773
"[40, 40, 40, 40]",0:01:53,0.048676194132853325,0.9033104186888288
"[40, 40, 40, 40, 40]",0:03:00,0.04586685373972591,0.9089942546595515
"[45, 45]",0:02:28,0.055770427657755785,0.8867229826354467
"[45, 45, 45]",0:03:48,0.048426122234518684,0.9045580601009162
"[45, 45, 45, 45]",0:02:56,0.04631597833301166,0.907339995167496
"[45, 45, 45, 45, 45]",0:03:09,0.045631935082132,0.9112389286222424
"[50, 50]",0:01:43,0.054752966740762604,0.890467466771137
"[50, 50, 50]",0:03:02,0.047378377558048065,0.905010093627666
"[50, 50, 50, 50]",0:02:18,0.046657648026074645,0.9069735369517657
"[50, 50, 50, 50, 50]",0:02:13,0.04610207325063579,0.9068487679542803
"[15, 15]",0:01:43,0.06231774565432647,0.8755860090359437
"[15, 15, 15]",0:02:34,0.058614503831859774,0.8841608633139726
"[15, 15, 15, 15]",0:01:18,0.05730830435564081,0.8859266483250917
"[15, 15, 15, 15, 15]",0:02:45,0.05420332296054228,0.8915384087425227
"[20, 20]",0:01:15,0.060052578325965646,0.8782390794439664
"[20, 20, 20]",0:01:48,0.056289028407084184,0.8879069256381884
"[20, 20, 20, 20]",0:02:49,0.05201518837009231,0.8953135228194492
"[20, 20, 20, 20, 20]",0:02:02,0.051864841216015686,0.8985247553136471
"[25, 25]",0:01:40,0.0584527689798704,0.8831793213007443
"[25, 25, 25]",0:01:39,0.055691020243729995,0.887571744565479
"[25, 25, 25, 25]",0:02:29,0.05055587927017823,0.8991119195468789
"[25, 25, 25, 25, 25]",0:01:48,0.051156758142269665,0.8984501394287474
"[30, 30]",0:01:29,0.05831457819321802,0.8839697015050665
"[30, 30, 30]",0:00:50,0.0561234034117805,0.8882552970054698
"[30, 30, 30, 30]",0:02:37,0.04891367037638839,0.9040383580574181
"[30, 30, 30, 30, 30]",0:03:15,0.04672032009367904,0.9082053981990643
"[35, 35]",0:01:58,0.05605195201790679,0.8893612186812354
"[35, 35, 35]",0:02:13,0.05171790967121765,0.8988880755440481
"[35, 35, 35, 35]",0:01:41,0.04853767245860876,0.9015885141783582
"[35, 35, 35, 35, 35]",0:01:34,0.05052339858313918,0.8992390235477156
"[40, 40]",0:02:04,0.056033965011851546,0.8889757532458835
"[40, 40, 40]",0:03:13,0.04763479887465941,0.9039973780521038
"[40, 40, 40, 40]",0:02:50,0.046605640867913654,0.9060123856727216
"[40, 40, 40, 40, 40]",0:02:59,0.046284888731852714,0.9067222428019828
"[45, 45]",0:01:30,0.056405654044088205,0.8866787498956146
"[45, 45, 45]",0:02:41,0.0483300152993795,0.9031694005757911
"[45, 45, 45, 45]",0:03:05,0.04671260347554594,0.9064469176290517
"[45, 45, 45, 45, 45]",0:01:58,0.04681741124783238,0.9076934810053068
"[50, 50]",0:01:33,0.056613030677386315,0.888009876184451
"[50, 50, 50]",0:02:38,0.04830505919225843,0.9028120775663967
"[50, 50, 50, 50]",0:02:23,0.04658947519438428,0.9110054514185028
"[50, 50, 50, 50, 50]",0:03:06,0.04573616115014128,0.908973690664671
"[15, 15]",0:01:47,0.062275662230055075,0.8756332490979717
"[15, 15, 15]",0:01:21,0.05881115001745233,0.8814408344491638
"[15, 15, 15, 15]",0:01:58,0.055633059559376495,0.8895127329870982
"[15, 15, 15, 15, 15]",0:01:49,0.05503635773116,0.8908902653825262
"[20, 20]",0:01:31,0.059828899304107404,0.8815760040693754
"[20, 20, 20]",0:02:18,0.054939171728532146,0.8907819215390879
"[20, 20, 20, 20]",0:02:56,0.053143101891803594,0.8947521013668366
"[20, 20, 20, 20, 20]",0:02:43,0.05073039798423235,0.9012210878330692
"[25, 25]",0:02:08,0.05727853511109271,0.8833797485750161
"[25, 25, 25]",0:02:08,0.05376150047457591,0.8921630520286483
"[25, 25, 25, 25]",0:01:52,0.05184476506586294,0.8976260536694924
"[25, 25, 25, 25, 25]",0:01:59,0.050051305785594774,0.9010447688049732
"[30, 30]",0:01:44,0.0570153180276148,0.8879023525707436
"[30, 30, 30]",0:01:32,0.05347364650145775,0.8940473838049788
"[30, 30, 30, 30]",0:03:17,0.04807260044799769,0.9064960824327346
"[30, 30, 30, 30, 30]",0:01:41,0.04956709725790279,0.90392057429293
"[35, 35]",0:01:23,0.056972079078105954,0.8869688525990694
"[35, 35, 35]",0:02:07,0.05076793368144388,0.9004426240949552
"[35, 35, 35, 35]",0:01:52,0.04923108409784057,0.9000162421361327
"[35, 35, 35, 35, 35]",0:03:07,0.045936268009261594,0.9091525152007107
"[40, 40]",0:01:55,0.055881589456251476,0.8873316500166819
"[40, 40, 40]",0:02:01,0.05093337379471149,0.8979882264345639
"[40, 40, 40, 40]",0:02:11,0.04746863500338528,0.9065492769168573
"[40, 40, 40, 40, 40]",0:03:01,0.046162454061941964,0.9090116245664484
"[45, 45]",0:01:50,0.05511975707099656,0.8892999613588568
"[45, 45, 45]",0:01:29,0.05196935821176729,0.8975322496586577
"[45, 45, 45, 45]",0:03:33,0.045954740692708294,0.9102158364537186
"[45, 45, 45, 45, 45]",0:03:26,0.04543760305340831,0.9101859420287267
"[50, 50]",0:01:45,0.05570311030934194,0.8898365881801538
"[50, 50, 50]",0:02:12,0.04861948799714483,0.9043077408095035
"[50, 50, 50, 50]",0:02:33,0.04648540147616966,0.908217525891567
"[50, 50, 50, 50, 50]",0:02:30,0.04605999536789195,0.9091498452690463
"[15, 15]",0:01:35,0.06256144983311121,0.8750289922497987
"[15, 15, 15]",0:01:34,0.05900982947490221,0.8797109408565089
"[15, 15, 15, 15]",0:02:20,0.05580459636927731,0.8882957150782085
"[15, 15, 15, 15, 15]",0:02:20,0.054515358410515975,0.8923101597219171
"[20, 20]",0:01:53,0.06032348441836335,0.8811562141244907
"[20, 20, 20]",0:01:53,0.05503309678197176,0.8895366738790845
"[20, 20, 20, 20]",0:02:08,0.05314986525939556,0.8936642386960647
"[20, 20, 20, 20, 20]",0:01:57,0.0522545252605877,0.8958793548259878
"[25, 25]",0:01:36,0.05908194512584788,0.8808323511065262
"[25, 25, 25]",0:02:44,0.05347829214030691,0.8920976213989933
"[25, 25, 25, 25]",0:02:32,0.051155925863468184,0.897784551841059
"[25, 25, 25, 25, 25]",0:02:53,0.048819963837202024,0.904115726430109
"[30, 30]",0:01:18,0.05837160482264085,0.8830867227268883
"[30, 30, 30]",0:02:12,0.052090379309696073,0.8961256859011542
"[30, 30, 30, 30]",0:02:12,0.04944423937415664,0.9018387813424744
"[30, 30, 30, 30, 30]",0:02:28,0.047839909867265225,0.9044340167134264
"[35, 35]",0:01:41,0.057356506672173124,0.8881285096993635
"[35, 35, 35]",0:01:58,0.05088260211644885,0.899854055603412
"[35, 35, 35, 35]",0:02:52,0.046564608266142095,0.9067267896845883
"[35, 35, 35, 35, 35]",0:02:35,0.04662150909362569,0.9073745547568807
"[40, 40]",0:02:05,0.05543898725871045,0.8894587873761584
"[40, 40, 40]",0:03:41,0.04869129556478069,0.906915704997777
"[40, 40, 40, 40]",0:03:13,0.04634759604093014,0.9075184069655409
"[40, 40, 40, 40, 40]",0:02:31,0.04648783006597976,0.9102657959295317
"[45, 45]",0:02:07,0.055065017470736576,0.8899259566358837
"[45, 45, 45]",0:02:56,0.04919349693734458,0.9030191288758058
"[45, 45, 45, 45]",0:01:53,0.04746526588069945,0.907797896422549
"[45, 45, 45, 45, 45]",0:03:13,0.045216520789802435,0.9092617187978924
"[50, 50]",0:01:53,0.055595828573106604,0.8862633569806975
"[50, 50, 50]",0:02:59,0.047682203106293064,0.9086775955865564
