seed,loss,bestValidationScore,testR2,testR2Real,testR2RealNoOutiler,mseRotTrans,mseAxLength,mseMElong,maeRotTrans,maeAxLength,maeMElong,mseMElongNoOutiler,maeMElongNoOutiler
4473,0.013138728274106528,0.9729047234712732,0.9734342448899924,0.9409166748408867,0.9515744758881546,0.001858814357664237,1.8152603947534675e-06,0.5059004844191193,0.02652510404420369,0.0010342675685396376,0.30811079562285953,0.409998883892495,0.3028991402841654
5921,0.012929206123740511,0.9736520245825524,0.9751585007511387,0.9651468579282555,0.9651468579282555,0.0012884660928715952,2.2942515025653897e-06,0.2918318755318668,0.023238248029039107,0.0011401203627536246,0.2681796082117414,0.2918318755318668,0.2681796082117414
5768,0.012910779164249537,0.9748317747757363,0.97354166800814,-0.7044141159100796,0.9511800064256168,0.0019254044589312254,1.992846365783732e-06,14.539529409537561,0.026055708268926635,0.0010335094613906348,0.35317995173999667,0.39494121250391834,0.28417008025215285
7338,0.013454121411771406,0.9746833178339861,0.9753048631212424,0.9516029413655507,0.9563677620208096,0.0014289839052883543,1.8666088394635195e-06,0.4102414183193052,0.025547035017043147,0.0010295108225281144,0.3061552875053185,0.3677152463357411,0.3013378492061791
289,0.013008375495157362,0.9757536941608711,0.9728615034524557,0.9403986034114561,0.9522974762337301,0.0017254113942007736,2.213672877723717e-06,0.4970121558376539,0.024640146006418874,0.0010714589612587939,0.2931981015136805,0.39332128831142926,0.28777136212437215
7559,0.012777575917320204,0.9725444235665167,0.9715387091240083,0.6042645255406829,0.9525864753402203,0.0018354337916984481,2.3240036342886933e-06,3.4819774347474084,0.024291143817376078,0.0012052662089863352,0.3402996918922897,0.4001830788921033,0.29321034220643283
686,0.012806797601349106,0.9760665431733159,0.9742465027287794,0.9132986977157808,0.9449504824943685,0.0016540806898366208,2.344903239620731e-06,0.7334982454163976,0.025548261357058375,0.0010868298856352284,0.3171157824663886,0.45835426310952737,0.3082316778600952
6565,0.015112782898364152,0.969178290640615,0.9680387972177721,0.7883134478015852,0.9345282635085986,0.0020823535059755127,3.441625150299023e-06,1.8264520360535093,0.028396709593715572,0.0013143638450035925,0.3895081449710127,0.5450186071727436,0.34689806548277236
9106,0.01315409169693447,0.9707931294949613,0.9728298986774712,0.9282673810911509,0.9445211553409613,0.0019942966344159204,3.242600100829828e-06,0.615756303681299,0.028304540548663427,0.0013189436396745821,0.33478197817985955,0.47016213290774056,0.3283483757947839
4124,0.012763059354033608,0.975314871650363,0.9729105378570234,0.9378326149808167,0.9473078412963511,0.0017029842095609268,1.9201161653322696e-06,0.5143826065478171,0.026251950349874507,0.0009996850394437837,0.30967365376321393,0.43252482938786907,0.3048652922639945
1526,0.013206591002811529,0.9748448339116376,0.9770263904334321,0.9614162018592657,0.9640542795127839,0.0014681943331947785,3.2261588493393526e-06,0.3216192156489368,0.023475873459019473,0.0014153837703520349,0.2675602612993064,0.2980853095955344,0.263991595622245
4836,0.013140659111067434,0.9745340329746779,0.9721130791559301,-2.2467640062705834,0.9459887334562443,0.002234340905462938,1.9519439818580263e-06,28.40999650435636,0.027333607188597387,0.0010361977260797237,0.4390302784822565,0.4506201291815182,0.3108861151475867
2392,0.013017751926065524,0.9730991675012509,0.9762995838868661,0.4545190794376417,0.9589612959354091,0.0018292650746155668,4.217539803775883e-06,4.755262907049684,0.02740722637493264,0.001645814426609585,0.31678269601148695,0.33719751094680306,0.28091190235493113
1273,0.012827762429623355,0.9737453567892896,0.9751802280288054,0.9561148368955351,0.9561148368955351,0.0016485918333262546,2.4903022376951456e-06,0.36255106831560807,0.024659325068876345,0.0012045968538064106,0.28783897586463564,0.36255106831560807,0.28783897586463564
9612,0.014662298957465817,0.972805975932263,0.97359796064048,0.41294272867317255,0.9385531967281917,0.002597504841845486,1.8389086863988405e-06,5.122001592277197,0.030048176675916704,0.0010108858954268668,0.38538463202800904,0.5102414440370867,0.3324748023384648
8301,0.013332345628177462,0.9702530414304759,0.9703433981313693,0.9507412566372805,0.9507412566372805,0.002314285961972874,2.551804245934971e-06,0.42323358354095614,0.02947032337465518,0.0011970128225338307,0.3390859065465961,0.42323358354095614,0.3390859065465961
2413,0.013285746236216108,0.9752238321966263,0.9738512359498012,0.9367803949432792,0.9367803949432795,0.0019475936359596667,2.7109149196369804e-06,0.531654903598974,0.024196774438338998,0.00119790291698958,0.3411125466176586,0.531654903598974,0.3411125466176586
1387,0.012989197584608241,0.9724608102422237,0.9738819822363288,0.9270279340604372,0.952184679660371,0.0018191776345729109,2.4088165735684006e-06,0.6116281066415308,0.026799886670865646,0.0011458501201590714,0.3111019102290431,0.39226075008588845,0.30317727090685975
2116,0.013607338726633661,0.973505260532337,0.9735508336528108,0.9184459345212371,0.9514242373249387,0.0018080287660329243,2.1171983256429188e-06,0.7012431291999943,0.027722594071431933,0.0010504142249014102,0.3185013376803453,0.4076890896842229,0.3017486462528631
7236,0.012829539401979072,0.9727071753369857,0.9704944744586531,0.9487303774761974,0.9487303774761976,0.0017513902065195016,1.746833133814554e-06,0.4311697307846454,0.026598041069656325,0.0009416801141948944,0.31959059442317744,0.4311697307846454,0.31959059442317744
6154,0.015240178282326999,0.970470689771444,0.9694759017368818,0.880447010985419,0.9244843542982023,0.0026398873303220965,3.508392911923217e-06,0.9996073033109892,0.030783522723083368,0.0012740077602836463,0.3823552406713076,0.6183718847335008,0.36839662920468325
9028,0.013062642910320643,0.975326250989739,0.9742700802433211,0.9456259434116876,0.9624344061054857,0.0017063340597972844,2.2095006432652226e-06,0.4453240576896233,0.026084015294003542,0.0010759613945827884,0.28630528667546024,0.30060837100690163,0.2772788130467559
5582,0.013560846393864416,0.972011114757937,0.9717337102756174,0.8012616930105297,0.9401629300658437,0.0022987943815178024,2.8403530642189194e-06,1.7664055194648303,0.028082297120144404,0.0012846751148066402,0.35780981307232734,0.5135789830508554,0.33876259686769367
